"","ID","Proud","Success","Superior","Angry","Excluded","Envious","Resentful","Ashamed","Insecure","Enthusiastic","Relaxed","Anxious","Sad","Lonely"
"1",1,0.328789358298787,0.345021911005487,0.306881942880409,0.286636565572807,0.170658131705278,0.0782049204023098,0.106115090373661,0.255068455059622,0.208751378440913,0.353947369384616,0.331606148782569,0.201193484689923,0.146063208159759,0.248218467647686
"2",2,0.531151333731058,0.421484951692911,0.053504067894006,0.0081121176651587,0,0,0,0,0.00962960945765997,0.46267795258338,0.47170538557686,0,0.00962960945765997,0
"3",3,0.393013957964576,0.342387613332845,0.259577807975249,0.187036074456518,0.2402096973068,0,0.0111305892400405,0.0245014116332477,0.0699971507189101,0.310657725429261,0.15824563913791,0.123844439787994,0.0275406541965108,0.250375715803706
"4",4,0.335240198281341,0.364668502794691,0.0982764433149132,0.158350763571619,0.0195952854858846,0.0632289949310575,0,0,0.10231793594592,0.340751218943031,0.168530155245286,0,0,0.0519113965902787
"5",5,0.297128891988909,0.268704108136564,0.338723415487397,0.379788500380637,0,0.20544653240034,0.0704588423127687,0.0809254339748295,0.224758106480328,0.248268063860581,0.211449747231495,0.174308887489871,0.172890673324554,0.256956502582451
"6",6,0.326605799259119,0.254196286309968,0.303367812103575,0.147792282975762,0.161907198770134,0,0,0.040227221737993,0.180053356133391,0.350445108608507,0.172970046667266,0.167724182282675,0.120604537831105,0.0809757416148728
"7",7,0.252900775381972,0.344686478635047,0.152861118378621,0.313228960832132,0.229274809275499,0,0,0,0.248016957665558,0.198032833966784,0.317647193967698,0.279475801371547,0.323305939958065,0.240066775825575
"8",8,0.195730295519468,0.171556237604365,0.0823004692409356,0.332632112605456,0,0,0,0,0.127231171761068,0.21148481474763,0.131115803629935,0.0926624583757188,0.37684706268886,4.53089100488548e-18
"9",9,0.0633355460972068,0.200950715606594,0.0669986728126739,0.154414100560614,0.0516397779494322,0,0.00743023645916773,0,0.112567200810206,0.258618105225314,0.146814785752648,0.0192859735529382,0,0.0227939710908833
"10",10,0.236120566389502,0.259299832285166,0.222255837324572,0.36109590511394,0.228094224766357,0.148701987186945,0.137026020378121,0.113981937412277,0.42652252725513,0.202458746111541,0.224590999207802,0.362982520310161,0.323791790126703,0.298019321551189
"11",11,0.276964379460987,0.343697335728019,0.254853427300377,0.179341118802975,0.0363655696287985,0.138418304420144,0.169581646555767,0,0.16302854470093,0.299520695305663,0.153550769682639,0.0847971228937569,0.246659060411826,0.118263827421598
"12",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",13,0,0.0474386187046567,0.0237193093523283,0.131938658272326,0,0,0,0.0175163422981809,0.136952909065198,0,1.00361289535411,1.02619924153854,0,0
"14",14,0.15713020150241,0.254342368288053,0,0.0247940449292346,0,0,0,0.0401479501068619,0.0449212244250399,0.235356161587283,0.225443497093521,0,0.0301109625801464,0
"15",15,0.164611834911561,0.142439851542982,0.206323823960951,0.160782155233944,0.0133988534468183,0,0,0.142008693811674,0.190733615136815,0.375119446645619,0.160553712914543,0.185843201931364,0.166525863181847,0.165632142497547
"16",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",17,0.0942618825245733,0.0817965616830285,0.0227281510808092,0.0302182405852364,0.011310809962742,0,9.6904223902773e-17,1.53792157195646e-16,0.0580594851592218,0.119030113007238,0.21245771964463,0.0618908842402814,0.100259457509529,0.0313893977451641
"18",18,0.103433210107291,0.141403014595216,0.0707423240239245,0.0966489449030714,0.0136119883282314,0,0,0.0165861156287715,0.0174252754816627,0.144068864233014,0.191051202765303,0,0,0
"19",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",20,0.132027422903051,0.228162988922247,0.0881311119190313,0,0,0,0,0,0.127798989422645,0.284025607394543,0.198752580779058,0.130930734141595,0,0
"21",21,0.275467678642446,0.33156031549833,0.283745504883974,0.241633804902001,0.100124602051845,0.00525447156051281,0.0077232339445144,0,0.311695870656098,0.274061999517624,0.265659050308233,0.054259964998729,0.0988429608270275,0.165885441514595
"22",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",23,0.211684418777572,0.285530027087966,0.248657713753123,0.1836789251485,0.156235277873284,0.0725035162527795,0.124688473528824,0.20622256980064,0.186744145943832,0.313699514214533,0.430169049034233,0.209399640391263,0.116315803897686,0.155499621066285
"24",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",25,0.347145083168909,0.224317850836187,0.0252070040404294,0.210736558202049,0.00514108976456084,0.011297855438893,0.0104970733496384,0,0.0392907549150896,0.302514615176347,0.432875785665817,0.040060792485407,0.0323178286656088,0.00766838725154451
"26",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",28,0.287442402538746,0.245425116571672,0.318324270088656,0.401463091409044,0.347683679968073,0,0.0567894615466596,0.184092042675435,0.300469442744689,0.282597120122898,0.358669704996176,0.142205961942684,0.256716431259563,0.301208289349292
"29",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",31,0.165945638809035,0.504780175911187,0.514021504735377,0.381576668104552,0.0784464540552736,0.300972385394398,0,0.104498045909351,0.446986778885806,0.345954618670329,0.33180768736118,0.175160452402976,0.456001777210392,0.262586182929583
"32",32,0.214906419029132,0.295179518321969,0.248971421680891,0.547782600900147,0.512995866619154,0.289387202161642,0.412182325692293,0.252532995468705,0.294958246631739,0.538084898276807,0.233800936770025,0.212032428016918,0.200000776330698,0.456456103859425
"33",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",34,0.11808958090689,0.0844818431912968,0.0278167495216184,0.253439917779251,0.00967205592143839,0,0,0.123369471036984,0.0913911043206417,0.218354554804654,0.394919617453928,0.0902289523721013,0.205848261910994,0.208079807043426
"35",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",36,0.18312142188389,0.305923577732659,0.133452676010125,0.0830419886622548,0.315826362248703,0.239567746747583,0.134090728167872,0.218082267979764,0.299715792447048,0.202579660008159,0.187665552412167,0.0802354633991966,0.146372057191895,0.251393236287928
"37",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",38,0.390010164362808,0.269157999089951,0.40005083969601,0.247292282440227,0.098460378437992,0.0827951432126588,0.35010494341045,0.111718196024008,0.391055224127698,0.230914688319908,0.248799287866167,0.173012074799398,0.241389297997414,0
"39",39,0.119234697684514,0.159424080111555,0.0949648338717444,0.153719474385466,0,0,0.0243420290001949,9.67385970463366e-18,0.171317092266269,0.234223115886563,0.169607522624935,0.0897034658809978,0.110645819052069,0
"40",40,0,0.184133818990364,0,0.0592332603676494,0,0,0,0.178885438199983,0.19475162092049,0.237608925644097,0.221821015012503,0.0592332603676494,0.0693521693988485,0.175159724806266
"41",41,0.290640559156132,0.253036583039315,0,0.284506657879193,0.0739873617891122,0.00273028887122915,0,0,0.0844935756933899,0.368791108402231,0.268207357590708,0.0490923446324173,0.0557702216672372,0.101765272214654
"42",42,0.317469494736901,0.350838726915687,0.451499529390474,0.212378956523572,0.321367622543079,0.247122680916244,0.124694894145645,0.199677581582084,0.345489980807678,0.250527190244758,0.299577070000376,0.227175596030438,0.166005845852421,0.166505975323329
"43",43,0.256889112600292,0.299580525115405,0.0395203515227569,0.145858376304641,0.113525428106051,0.0124080490826769,0,0.152923040262561,0.0870872094488257,0.298113181694026,0.315807726743183,0.0217304481639781,0.0366656757439577,0.206587024622961
"44",44,0.557505843221201,0.356835306289104,0.459255316483575,0.219407619051923,0.650439749204297,0.0882010369255442,0.0695693614282344,0.116881027293929,0.131409129206908,0.77687924972329,0.267443254773834,0.0704196414263596,0.185372730229825,0.240165396778858
"45",45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",46,1.56706434337986,0.462981369822376,0.141981290220229,3.56434871520662,0.982364720436274,0,0,0,1.18360438593171,4.73832667852611,0.443264245124372,2.16806294903016,0.922319567698278,1.0962470492951
"47",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",49,0.211737934322152,0.271428645997726,0.235046806227888,0.223070530777626,0.0863263309605894,0.0936275026829051,0.181218066141405,0.223501003584713,0.276225895617436,0.34414897162505,0.313100549389314,0.302908641840562,0.086038950823284,0.15138362923344
"50",50,0.28596106921459,0.200298824197959,0.267428063187505,0.160681468028703,0.0699420018413322,0.0385872982974201,0.0128624327658067,0,0.179158961243193,0.365183670853027,0.169523653659496,0.0576374668995646,0.306711047030398,0.287990738643962
"51",51,0.190251313042157,0.177353887197355,0.0511970011306429,0.240704487040977,0.140000013826836,0.219777731534667,0.00772999141877937,0.102908070074419,0.172507061296154,0.272921128750999,0.159639623296889,0.137976950374812,0.199350827376054,0.196545559903426
"52",52,0.0902615334629385,0.179715122313773,0.0929624370576587,0.159613729044505,0.10463644190834,0.153416398592538,7.44760245974182e-17,0.0338091835152268,0.134054245359328,0.221860899429373,0.133452383988303,0.139330188630315,0.114000213358939,0.152170848603743
"53",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",56,0.545686470082459,0.378110210472008,0.582317311504693,0.0603616903953868,0,0.0107833721055593,0,0,0.07770608949478,0.502940569169543,0.238321901324045,0,0.0424414873473117,0
"57",57,0.0785714224774126,0.512476780488362,0.469961979858491,0,0,0,0.00620234585717801,0,0,0.263774642064895,0.0405148642083562,0,0.0145490698539455,0.0165475939920882
"58",58,0.246218089501703,0.306379564967214,0.0565971647186372,0.0591280049533404,0.0131790006339917,0.0458589159168717,0,0.0730092753097986,0.105062567106797,0.143909851541003,0.160230245546972,0.12804056889696,0.0829301208406244,0.0129318704869107
"59",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",61,0.129480499024998,0.124728828440564,0.0581873475104844,0.0762884369951887,0.0330672529811471,0.073785424860545,0.0759523899100193,0.117619067924921,0.193397724867169,0.121833533247288,0.215040691438523,0.0880598316416689,0.00797224395301931,0.0409710273391986
"62",62,0.339762912326777,0.242959809195448,0.191504493564364,0.299175200195198,0.00666118201644406,0.0251596209886122,0.0086584379885414,0.0589685392035673,0.133878584256492,0.465964733319678,0.260633365370935,0.106034675097386,0.0827186696676477,0.0429653365688995
"63",63,0.261687472887726,0.330330922198012,0.0598534059458265,0.328301640248867,0.0330794952143577,0.130183333853651,0,0.0114481398252932,0.0919814519890707,0.244617543356016,0.24169140826564,0.0876273888360825,0.0958462381326202,0
"64",64,0.247008342479013,0.324220860768549,0.229176589328178,0.282180278522327,0.292075769379132,0.114853203677312,0.0318462452873495,0.166151619223153,0.182868914798447,0.320142872615175,0.439118399013904,0.0936669999093567,0.245783301367753,0.211251546079387
"65",65,0.262069961562115,0.289160990450697,0.204929286705571,0.351038142346983,0.084613347714453,0,0,0.163363575575266,0.229760261144962,0.192413760106885,0.273480901878004,0.263432579274317,0.311091806602118,0.331295579812166
"66",66,0.10528754048156,0.270235814933913,0.118431660589294,0.0894427190999916,0.314834293456404,0.114763895798237,0,0.0894427190999916,0.157777880557312,0.189946267149736,0.48284202958169,0.264634309341875,0.0742254838181988,0.109955851862464
"67",67,0.273908042848541,0.291941243888257,0.209317955008608,0.236844398547989,0.121230338994938,0,0.068965047963487,0.0766059438958394,0.268104525215127,0.348528946126341,0.289607501895958,0.214559766698683,0.266600137726545,0.300408337807199
"68",68,0.3102556885639,0.367230962458366,0.413146622432865,0.325048385918512,0.451705973624495,0.5714475715323,0.422553737671279,0.375799262968349,0.431117922387356,0.409987830389652,0.508177271065578,0.320528552351578,0.52123593426824,0.415507734819987
"69",69,0.168399404400752,0.226806312093334,0.238881131784786,0.353394071058679,0.074592784061136,0.015890594715393,0.0448306771065015,0.172331529733002,0.172271762966689,0.261923656712247,0.226266301349087,0.167887137711152,0.242303603199563,0.119334239545309
"70",70,0.357047426878039,0.265472286046092,0.0605639895411199,0.0761614358935401,0.0585054405718075,0.00752508520171586,0.0301589917741823,0,0,0.444218457704125,0.180749339197677,0,0.0181262661172011,0.0420802049453658
"71",71,0.249780720932486,0.243857006824657,0.130268292538469,0,0.0560764692820265,0,0,0,0.158784178732901,0.261689778581304,0.203070204640544,0.0679963189075,0.075884474134924,0
"72",72,0.238021604518803,0.285742091632089,0.164160357369502,0.237538704801663,0.163429470813977,0.284771930801854,0.0217540864831691,0.232435518634831,0.208978013775295,0.255573939101526,0.214836491961605,0.16366656185493,0.260575567354774,0.170160230204053
"73",73,0.228434183703769,0.187320728494673,0.0414318587115162,0.284143791707065,0.0805819896960924,0.0421978150151167,0.300925697029449,0.146694069279617,0.197996469938975,0.254740100530642,0.300669435633969,0.153273763208449,0.417135285590005,0.298118652895807
"74",74,0.384242590222782,0.294540031140996,0.0451601255271829,0.160452945436541,0.178412313674048,0.124905804662813,0.138191793949775,0.0440657735162893,0.0423422147700597,0.419467109851914,0.310773414317291,0.0177140028643171,0.104159936427711,0.0971836175079692
"75",75,0.27205417730653,0.262379019219818,0.0290553572076638,0.0397128394911621,0,0,0,0,0,0.318483449554052,0.0594896250946994,0,0.0119655141402565,0
"76",76,1.96875521274725,1.98382879585662,0.0686317453090929,0.423955904358637,0.939742839057889,0.0816496580927726,0,0.583461582518482,0.548163352562326,0.377528400018495,0.66823094304576,0.0816496580927726,0.544940838951675,0.403599198163559
"77",77,0,0.623005995983383,0,0.343777888987782,0,0,0,0,0,0.223392688793843,0.318287591088333,0.0474808324080219,0.163569008748756,0.00903203636155001
"78",78,0.222376795364426,0.34479915677644,0.160564971424825,0.160045637606532,0.0433630646711886,0,0,0.0425739533335023,0.0824813603665954,0.336157415279589,0.35683012578743,0.0268283892356022,0.170536560150089,0.111166741069008
"79",79,0.246781652249928,0.247819668511123,0.168407969870473,0.157262170265466,0.100035124879776,0.0677016910956281,0.0203875364205444,0.145651542289525,0.171312659596108,0.330186513254178,0.200261310135697,0.126284612915235,0.155079653162318,0.108174848860285
"80",80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",81,0.189205493435174,0.110359492852217,0.162398584098803,0.382360785032785,0.36551354204708,0.152502614390929,0.179402103020982,0.186576094207134,0.324792411331359,0.230560628638811,0.202122421635837,0.265858542904538,0.230980697348,0.388224640883801
"82",82,0.197639485647381,0.170392042386812,0.082029353645675,0.112911657915978,0.195366169863602,0,0.0294353004882305,0.0753553504730272,0.139808269024916,0.284403992134389,0.254440997078511,0.143567810539331,0.198152642148731,0.194543003284535
"83",83,0.332853733483085,0.373430069826762,0.111381863263381,0.0205133026660762,0.312628236345884,0,0,0.059688121304365,0.0741962945856297,0.292929161463753,0.287585712959042,0.0131883203465583,0.0310194728090088,0.0684846179900276
"84",84,0.0829394610368179,0.0751770034765591,0,0,0,0,0,0,0,0.278158035704856,0.0458405334330781,0,0,0
"85",85,0.275408928139699,0.308170747551381,0.330958843896613,0.232587460453402,0,0,0,0.0102579823064617,0.118910742871863,0.323346517820737,0.290749828759952,0.178740153370192,0.228972978070369,0.0380338803616885
"86",86,0.271576436402881,0.338506012130922,0.163821883802551,0,0.36573053832507,0.119038107617035,0,0,0.154481458490171,0.0755928946018455,0.17139641067847,0.188982236504614,0.082387098037708,0.674130589431455
"87",87,0.230388959960338,0.191436991917435,0.0805378085404333,0.262347257934885,0.0362979305752854,0.0452651487673512,0,0,0.159678134495338,0.180126040657413,0.206659608723229,0.165018033106107,0.149218220290061,0.0845141631898132
"88",88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",89,0.162386349239414,1.11473004249667,0.440778532015472,0.204454326047017,0.456308363199167,0,0,0.169030850945703,0.257670656802278,0.684757827906551,2.17428959202548,0.15353674501801,0.123873810911195,0.782657087100199
"90",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",92,0.410475002099487,0.497287341339211,0.136929189647618,0.379343884481297,0.256293354867281,0.212834726495786,0,0.351685775601905,0.55808127120398,0.407422116009718,0.465754205121482,0.428225881833979,0.293719461237839,0.343979122020495
"93",93,0.0324532419361598,0.482944600927896,0.0776674617534107,0.205649252403689,0.0935737068203236,0,0.0420239018980706,0.0386567217691276,0.211768076738395,0.239686133389851,0.307932368504216,0.0758812179901007,0.0721663211909791,0.300367248335051
"94",94,0.132147861856465,0.0978157655077254,0.24899339557117,0.0503787875356638,0.0520029037933782,0,0,0,0,0.120909071315093,0.062601092138848,4.13035153101117e-17,0.1239315978107,0.0376497229490035
"95",95,0.0757478152715639,0.136269079138115,0.0420022750074787,0.126592591666813,0.221381411527661,0.0188322388577675,0.0143616942647462,0.0160961641179513,0.177402012478619,0.13979951716349,0.163133985597503,0.203771615531765,0.159098437431926,0.234133240380131
"96",96,0.215005497056357,0.222780258833353,0.0936823045766502,0.201341585384073,0.0270224309735681,0.00990965675501798,0,0.0375383015786056,0.139297703645137,0.222172479083829,0.257334620794759,0.0235869890009525,0.128799445951367,0.0858095505630348
"97",97,0.222684571159039,0.113545223044655,0.0987440598600591,0.144312006815076,0.248243629917793,0.0765267237722407,0.124202658363241,0.173034484482661,0.207575638987002,0.282691151300192,0.189357708075298,0.207465935893532,0.123135036158027,0.141567768847647
"98",98,0.101743238484371,0.210260931551961,0.0276289713988469,0.185596184375285,0.0915102885570494,0,0,0,0,0.337597413654854,0.247433892673534,0.150635209567723,0.189736659610103,0
"99",99,0.293716779786869,0.575222977778785,0.229362225671284,0.162218897791432,0.0710658988595746,2.73424777246461e-17,0,0.0632455532033676,0.188489707725358,0.539112430988537,0.34612796375702,0.10756056180229,0.166142054819977,0.0348474534794199
"100",100,0.232411721891285,0.163435389909759,0.341640711848273,0.244948974278318,0,0,0,0,0.163299316185545,0.278967978349727,0.361039649137971,0,0,0
"101",101,0.252772515548894,0.344980612245748,0.126782746872919,0.131166578672418,0.0131465991281652,0,0.0062147879728641,0.0113793163274192,0.0994441233900674,0.276748829153576,0.197672736849643,0.125473764122826,0.178244896857404,0.00495852159249347
"102",102,0.237328772243224,0.281810003330037,0,0.0403749137511443,0.0252318284959383,0,0.0157724196719541,0.0154445613616368,0.0785074383857283,0.143481257963819,0.449015269515066,0.0537692251575016,0.0732293234616338,0.0686910002146225
"103",103,0.531560418960076,0.379424049038685,0.224510310054071,0.196766680837319,0.179666408768714,0.317870342445456,0.155057402165306,0.0501944767593453,0.174378137540891,0.412128087160306,0.28167775131014,0.227982851211117,0.216358654269679,0.306989895128759
"104",104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",105,0.101503369334366,0.264863009287709,0,0.0393865503280288,0,0,0,0,0.076465932271007,0.223467722133295,0.141932706635387,0.0382329661355035,0.194749857441297,0.244948974278318
"106",106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",107,0.401549330477868,0.368467471027397,0.126643074208341,0.218450357714837,0.0444625163634425,0,0.0816496580927726,0.138877309705499,0.123044405040658,0.522696580728037,0.481086069843361,0.0770722276651248,0.216150330897486,0.0555790065192064
"108",108,0.242460034326656,0.243976570155146,0.225755550560878,0.108232953779146,0.0252589853609475,0,0,0,0.0566682329265283,0.237677525464417,0.217018402966438,0,0.037856265378553,0.0261578334838632
"109",109,0.25052852803471,0.511467439381831,0,0,0,0,0,0,0,0.433119691480661,0.322621184047798,0,0,0
"110",110,0.31685504279028,0.321601838029716,0.21055760753243,0.463693826606986,0.306306682267404,0.238304467274176,0.356899166175043,0.189031272004706,0.192671518357726,0.433043515967689,0.339839462895256,0.242144401817959,0.23675083130248,0.244360207311873
"111",111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",112,1.01316238073997,1.74406602164384,0,0.441261960541592,0.21380899352994,0,0,0.330939302224944,0.447340419248184,1.27542505142955,0.687134335204089,0.5560550115084,0.474215118078302,0
"113",113,0.18575107321458,0.245862887849944,0.0650331366666572,0.130147000180833,0.159280391996332,0.0135814929778468,0.019342165156727,0.0233305706190959,0.0162840782934449,0.307901797355559,0.312663223188029,0,0.0558801144262781,0.0961136959233112
"114",114,0.246686379043005,0.349033565493288,0.17220828415907,0.287536870165917,0,0,0,0.129156213119302,0.0769317837173955,0.61685598347992,0.346822973524477,0,0,0
"115",115,0.311167912462344,0.317374150599223,0.267722463431537,0.301335808332947,0.242336297745916,0,0,0,0.157189171886606,0.262432831241859,0.145902827436235,0.154299124140979,0.202221345112797,0.245968928658174
