"","ID","Angry","Happy","Friendly","Irritable"
"1",10019,0.211459997581815,0.257723981400598,0.293082423757032,0.0938868682109071
"2",10474,0.12695314883993,0.0341701504878629,0.0483023689126607,0.158355741709456
"3",11366,0.47659066118843,0.319145469087622,0.217063057500316,0.297353771367045
"4",11627,0.0166756824025204,0.13175115762025,0.127360533097245,0.0327801596619093
"5",12396,0.0988745695935873,0.137816405495761,0.177944463981894,0.17903297742557
"6",12774,0.152345836630611,0.139689175413848,0.110118160454625,0.171649529632844
"7",14594,0.118136000253913,0.0956814070020147,0.126589800617416,0.0954393028759716
"8",14634,0.107812233442982,0.262149806534402,0.265413301670825,0.170506129025381
"9",15593,0.174226044521796,0.243298971186777,0.212095487891414,0.0966474186504199
"10",16681,0.0100681613330241,0.244988924582,0.237241871890445,0.188383325162064
"11",16994,0.102682536225364,0.141159355771582,0.141832323939122,0.0495562900413802
"12",17365,0.155768978312648,0.158777226441167,0.246585443654311,0.257512669587764
"13",17796,0.236563216574934,0.176197319747558,0.218669673776425,0.172119287871314
"14",19713,0.221462767179262,0.221825948563973,0.294886694225778,0.253420734323567
"15",20516,0.133092154886526,0.207758929481481,0.283552226357424,0.0775488116374487
"16",22054,0.0944911182523068,0.0242720596163043,0.0564841953611333,0.0176381438643215
"17",25373,0.0975395594056231,0.0494865153282383,0.104911678097564,0.130343006850584
"18",25891,0.0946253009360268,0.20769355994194,0.148811808443653,0.120031190737681
"19",27832,0.139717794935836,0.123878241867521,0.104557887970645,0.163717198284143
"20",32058,0.0769796462952217,0.115391067986964,0.0883627798592434,0.0898611516573004
"21",33716,0.139286305925464,0.157659221137182,0.14681014433755,0.275043009793851
"22",34215,0.108671470446477,0.164524330080426,0.11600172138142,0.10822057272607
"23",35161,0.130938776617839,0.110177899559574,0.0334209284105881,0.118915285904629
"24",38678,0.137571383087313,0.170835911539854,0.252433183950195,0.206267192929154
"25",39482,0.251870280714327,0.220661519468871,0.175228978119217,0.267619537572521
"26",39689,0.250349268815396,0.227248709144349,0.164518021199118,0.113995417927195
"27",41600,0,0.320109724301601,0.267298949802723,0.107925750536608
"28",42916,0.0867861014249366,0.294706436342524,0.321026377388409,0.249812601020286
"29",44191,0.0176289996349631,0.0933507788449392,0.154839821276477,0.0134911049103638
"30",45878,0.118871239680594,0.278845167197717,0.233613868066273,0.344029562079893
"31",46015,0.146609486609107,0.0860961755267285,2.32219806310406e-16,0.135162986508181
"32",46075,0.228311975230543,0.200243301029448,0.210385521466957,0.131181272089883
"33",46236,0.184336237938413,0.163740584042697,0.121164400214346,0.351490808315065
"34",46753,0.35131625766335,0.275922577029443,0.178195536797875,0.429554279998963
"35",47699,0.124214971377341,0.124597609686311,0.178108376782524,0.261369154602179
"36",48628,0.0609668026672856,0.124099674504047,0.152061537971039,0.14553163608769
"37",49826,0.0329792471830629,0.170500113898671,0.167701025879704,0.172467649245525
"38",50668,0.14924468541529,0.426990572807959,0.279484249162111,0.264230258374212
"39",51899,0.0535211267605634,6.66133814775094e-16,6.66133814775094e-16,0
"40",54166,0.183659522449022,0.0806293226676821,0.155006004775679,0.211440989394104
"41",56952,0.272985222971034,0.0341293178733916,0.0249635602502687,0.199350657847641
"42",57390,1.66533453693773e-16,0.0907171939604619,0.118323592701507,1.66533453693773e-16
"43",58340,0.375896743745771,0.212464479685424,0.147585238611014,0.290924929576512
"44",58607,0.460272053666391,0.204829830293918,0.256832602966924,0.490616981398285
"45",59643,0.226314979277802,0.201062977880437,0.456513012421602,0.390727772613286
"46",60230,0.546971185194219,0.0924569387324957,0.20956524357177,0.368094988273054
"47",60512,0.0328337312256215,0.120549154713466,0.108470741499234,0.156911860968277
"48",62352,0.275918066871437,0.22763413637728,0.186797394719317,0.0841728936508373
"49",62367,0.34041450406369,0.151954833754455,0.300771754588577,0.255115975790807
"50",64025,0.0744709299452518,0.144833180982949,0.199913062294012,0.273451969487934
"51",65399,0.110424283544293,0.148269923837641,0.0494458798750054,0.10278199733311
"52",65786,0.305025766963036,0.274287597362731,0.229625697517121,0.345390952555846
"53",66510,0.0849893542942338,0.192430509048487,0.18255108451839,0.151562273974989
"54",66938,0.134700586245635,0.102729243407639,0.0992579459145825,0.134192296901683
"55",67734,0.01732541343698,0.284049793848695,0.23528012078805,0.134143473459954
"56",67775,0.280656868118149,0.211680091698045,0.147378167780013,0.38031891309376
"57",69506,0.137628405419512,0.229594611036719,0.18806604834609,0.214697720726906
"58",70302,0.235148324173077,0.233785828956673,0.293818079019107,0.192558698576879
"59",72281,0.0987806061694499,0.0892925427674851,0.143055237582671,0.145353950143381
"60",72918,0,0.0932643861226188,0.185182397101318,0.0934016003258846
"61",74060,0.215206880658204,0.0880995992148716,0.102191972492961,0.280542267832371
"62",76241,0.199173240972126,0.186453750524639,0.422391598711332,0.258538184167711
"63",76660,0.126754317348872,0.370222481076798,0.339492443366166,0.230687024804711
"64",77013,0.128040964715128,0.107598316464928,0.114164223433927,0.132798202928964
"65",77048,0.138588088765705,0.109736125428687,0.140258939846788,0.147949134358502
"66",77113,0.132836113183916,0.120279068416514,0.18582847428973,0.103905037402323
"67",77227,0.152965427889745,0.263688919901971,0.305216070224675,0.166411047565387
"68",78914,0.0850125583594436,0.179238487263228,0.178508874262377,0.0940674323118724
"69",79564,0.169609777424152,0.22613529898976,0.238726892463481,0.159208212841512
"70",81844,0.107000151592058,0.141488926274125,0.0917153005420346,0.162980435794127
"71",83036,0.326104386370104,0.227030987891339,0.118919383808166,0.167931127135509
"72",83737,0.0600252913598328,0.0990074880979621,0.111269720481398,0.0906915940180281
"73",83792,0.0912925107353924,0.113234057165713,0.0929333187737703,0.204087477493375
"74",84097,0.261796361392246,0.142656651970679,0.103739106389573,0.176275685958046
"75",84668,0.0465285780034145,0.165961447400355,0.363887128859735,0.407158695852979
"76",85433,0.185808755092933,0.12782235047332,0.0694780964120533,0.148540082911704
"77",86122,0.190713833835628,0.0390817752235268,0.291612912850749,0.208243906344887
"78",92649,0.307126331050648,0.177713521360511,0.249500729604716,0.219723835388016
"79",92654,0.373623836096882,0.213709589747921,0.193572585361962,0.400486338037648
"80",92919,0.168549174181701,0.146192133103744,0.293022914245052,0.332412955905949
"81",92948,0.120791421835711,0.141177865622382,0.171093090719635,0.100269791534195
"82",94218,0,2.22044604925031e-16,0.00184729064039391,0
"83",94549,0.304683955632579,0.248127972129559,0.210594491126297,0.263161311162775
"84",95398,0.08450186428639,1.62520009608125e-16,0.044168925551714,0.137409058922438
"85",97514,0.205095306486268,0.222418006777254,0.23937949701728,0.20209163348175
"86",99432,0.147211242816469,0.0363797936282679,0.0316083270807331,0.12134950420112
